2017-11-24-10-31-14    UserID [0]    Transaction Complete 
2017-11-24-10-31-15    UserID [0]    Transaction Complete 
2017-11-24-10-31-15    UserID [0]    Transaction Complete 
2017-11-24-10-31-15    UserID [0]    Transaction Complete 
2017-11-24-10-31-15    UserID [0]    Transaction Complete 
2017-11-24-10-31-15    UserID [0]    Transaction Complete 
2017-11-24-10-31-16    UserID [0]    Transaction Complete 
2017-11-24-10-31-16    UserID [0]    Transaction Complete 
2017-11-24-10-31-16    UserID [0]    Transaction Complete 
2017-11-24-10-31-16    UserID [0]    Transaction Complete 
2017-11-24-10-31-17    UserID [0]    Transaction Complete 
2017-11-24-10-31-17    UserID [0]    Transaction Complete 
2017-11-24-10-31-17    UserID [0]    Transaction Complete 
2017-11-24-10-31-17    UserID [0]    Transaction Complete 
2017-11-24-10-31-17    UserID [0]    Transaction Complete 
2017-11-24-10-31-18    UserID [0]    Transaction Complete 
2017-11-24-10-31-18    UserID [0]    Transaction Complete 
2017-11-24-10-31-18    UserID [0]    Transaction Complete 
2017-11-24-10-31-18    UserID [0]    Transaction Complete 
2017-11-24-10-31-19    UserID [0]    Transaction Complete 
2017-11-24-10-31-19    UserID [0]    Transaction Complete 
2017-11-24-10-31-19    UserID [0]    Transaction Complete 
2017-11-24-10-31-19    UserID [0]    Transaction Complete 
2017-11-24-10-31-20    UserID [0]    Transaction Complete 
2017-11-24-10-31-20    UserID [0]    Transaction Complete 
2017-11-24-10-31-20    UserID [0]    Transaction Complete 
2017-11-24-10-31-20    UserID [0]    Transaction Complete 
2017-11-24-10-31-20    UserID [0]    Transaction Complete 
2017-11-24-10-31-21    UserID [0]    Transaction Complete 
2017-11-24-10-31-21    UserID [0]    Transaction Complete 
2017-11-24-10-31-21    UserID [0]    Transaction Complete 
2017-11-24-10-31-21    UserID [0]    Transaction Complete 
2017-11-24-10-31-22    UserID [0]    Transaction Complete 
2017-11-24-10-31-22    UserID [0]    Transaction Complete 
2017-11-24-10-31-22    UserID [0]    Transaction Complete 
2017-11-24-10-31-22    UserID [0]    Transaction Complete 
2017-11-24-10-31-22    UserID [0]    Transaction Complete 
2017-11-24-10-31-23    UserID [0]    Transaction Complete 
2017-11-24-10-31-23    UserID [0]    Transaction Complete 
2017-11-24-10-31-23    UserID [0]    Transaction Complete 
2017-11-24-10-31-23    UserID [0]    Transaction Complete 
2017-11-24-10-31-24    UserID [0]    Transaction Complete 
2017-11-24-10-31-24    UserID [0]    Transaction Complete 
2017-11-24-10-31-24    UserID [0]    Transaction Complete 
2017-11-24-10-31-24    UserID [0]    Transaction Complete 
2017-11-24-10-31-24    UserID [0]    Transaction Complete 
2017-11-24-10-31-25    UserID [0]    Transaction Complete 
2017-11-24-10-31-25    UserID [0]    Transaction Complete 
2017-11-24-10-31-25    UserID [0]    Transaction Complete 
2017-11-24-10-31-25    UserID [0]    Transaction Complete 
2017-11-24-10-31-26    UserID [0]    Transaction Complete 
2017-11-24-10-31-26    UserID [0]    Transaction Complete 
2017-11-24-10-31-26    UserID [0]    Transaction Complete 
2017-11-24-10-31-26    UserID [0]    Transaction Complete 
2017-11-24-10-31-26    UserID [0]    Transaction Complete 
2017-11-24-10-31-27    UserID [0]    Transaction Complete 
2017-11-24-10-31-27    UserID [0]    Transaction Complete 
2017-11-24-10-31-27    UserID [0]    Transaction Complete 
2017-11-24-10-31-27    UserID [0]    Transaction Complete 
2017-11-24-10-31-28    UserID [0]    Transaction Complete 
2017-11-24-10-31-28    UserID [0]    Transaction Complete 
2017-11-24-10-31-28    UserID [0]    Transaction Complete 
2017-11-24-10-31-28    UserID [0]    Transaction Complete 
2017-11-24-10-31-29    UserID [0]    Transaction Complete 
2017-11-24-10-31-29    UserID [0]    Transaction Complete 
2017-11-24-10-31-29    UserID [0]    Transaction Complete 
2017-11-24-10-31-29    UserID [0]    Transaction Complete 
2017-11-24-10-31-29    UserID [0]    Transaction Complete 
2017-11-24-10-31-30    UserID [0]    Transaction Complete 
2017-11-24-10-31-30    UserID [0]    Transaction Complete 
2017-11-24-10-31-30    UserID [0]    Transaction Complete 
2017-11-24-10-31-30    UserID [0]    Transaction Complete 
2017-11-24-10-31-31    UserID [0]    Transaction Complete 
2017-11-24-10-31-31    UserID [0]    Transaction Complete 
2017-11-24-10-31-31    UserID [0]    Transaction Complete 
2017-11-24-10-31-31    UserID [0]    Transaction Complete 
2017-11-24-10-31-32    UserID [0]    Transaction Complete 
2017-11-24-10-31-32    UserID [0]    Transaction Complete 
2017-11-24-10-31-32    UserID [0]    Transaction Complete 
2017-11-24-10-31-32    UserID [0]    Transaction Complete 
2017-11-24-10-31-32    UserID [0]    Transaction Complete 
2017-11-24-10-31-33    UserID [0]    Transaction Complete 
2017-11-24-10-31-33    UserID [0]    Transaction Complete 
2017-11-24-10-31-33    UserID [0]    Transaction Complete 
2017-11-24-10-31-33    UserID [0]    Transaction Complete 
2017-11-24-10-31-34    UserID [0]    Transaction Complete 
2017-11-24-10-31-34    UserID [0]    Transaction Complete 
2017-11-24-10-31-34    UserID [0]    Transaction Complete 
2017-11-24-10-31-34    UserID [0]    Transaction Complete 
2017-11-24-10-31-34    UserID [0]    Transaction Complete 
2017-11-24-10-31-35    UserID [0]    Transaction Complete 
2017-11-24-10-31-35    UserID [0]    Transaction Complete 
2017-11-24-10-31-35    UserID [0]    Transaction Complete 
2017-11-24-10-31-35    UserID [0]    Transaction Complete 
2017-11-24-10-31-36    UserID [0]    Transaction Complete 
2017-11-24-10-31-36    UserID [0]    Transaction Complete 
2017-11-24-10-31-36    UserID [0]    Transaction Complete 
2017-11-24-10-31-36    UserID [0]    Transaction Complete 
2017-11-24-10-31-37    UserID [0]    Transaction Complete 
2017-11-24-10-31-37    UserID [0]    Transaction Complete 
2017-11-24-10-31-37    UserID [0]    Transaction Complete 
2017-11-24-10-31-37    UserID [0]    Transaction Complete 
2017-11-24-10-31-38    UserID [0]    Transaction Complete 
2017-11-24-10-31-38    UserID [0]    Transaction Complete 
2017-11-24-10-31-38    UserID [0]    Transaction Complete 
2017-11-24-10-31-38    UserID [0]    Transaction Complete 
2017-11-24-10-31-38    UserID [0]    Transaction Complete 
2017-11-24-10-31-39    UserID [0]    Transaction Complete 
2017-11-24-10-31-39    UserID [0]    Transaction Complete 
2017-11-24-10-31-39    UserID [0]    Transaction Complete 
2017-11-24-10-31-39    UserID [0]    Transaction Complete 
2017-11-24-10-31-40    UserID [0]    Transaction Complete 
2017-11-24-10-31-40    UserID [0]    Transaction Complete 
2017-11-24-10-31-40    UserID [0]    Transaction Complete 
2017-11-24-10-31-40    UserID [0]    Transaction Complete 
2017-11-24-10-31-40    UserID [0]    Transaction Complete 
2017-11-24-10-31-41    UserID [0]    Transaction Complete 
2017-11-24-10-31-41    UserID [0]    Transaction Complete 
2017-11-24-10-31-41    UserID [0]    Transaction Complete 
2017-11-24-10-31-41    UserID [0]    Transaction Complete 
2017-11-24-10-31-42    UserID [0]    Transaction Complete 
2017-11-24-10-31-42    UserID [0]    Transaction Complete 
2017-11-24-10-31-42    UserID [0]    Transaction Complete 
2017-11-24-10-31-42    UserID [0]    Transaction Complete 
2017-11-24-10-31-43    UserID [0]    Transaction Complete 
2017-11-24-10-31-43    UserID [0]    Transaction Complete 
2017-11-24-10-31-43    UserID [0]    Transaction Complete 
2017-11-24-10-31-43    UserID [0]    Transaction Complete 
2017-11-24-10-31-43    UserID [0]    Transaction Complete 
2017-11-24-10-31-44    UserID [0]    Transaction Complete 
2017-11-24-10-31-44    UserID [0]    Transaction Complete 
2017-11-24-10-31-44    UserID [0]    Transaction Complete 
2017-11-24-10-31-44    UserID [0]    Transaction Complete 
2017-11-24-10-31-45    UserID [0]    Transaction Complete 
2017-11-24-10-31-45    UserID [0]    Transaction Complete 
2017-11-24-10-31-45    UserID [0]    Transaction Complete 
2017-11-24-10-31-45    UserID [0]    Transaction Complete 
2017-11-24-10-31-45    UserID [0]    Transaction Complete 
2017-11-24-10-31-46    UserID [0]    Transaction Complete 
2017-11-24-10-31-46    UserID [0]    Transaction Complete 
2017-11-24-10-31-46    UserID [0]    Transaction Complete 
2017-11-24-10-31-46    UserID [0]    Transaction Complete 
2017-11-24-10-31-47    UserID [0]    Transaction Complete 
2017-11-24-10-31-47    UserID [0]    Transaction Complete 
2017-11-24-10-31-47    UserID [0]    Transaction Complete 
2017-11-24-10-31-47    UserID [0]    Transaction Complete 
2017-11-24-10-31-48    UserID [0]    Transaction Complete 
2017-11-24-10-31-48    UserID [0]    Transaction Complete 
2017-11-24-10-31-48    UserID [0]    Transaction Complete 
2017-11-24-10-31-48    UserID [0]    Transaction Complete 
2017-11-24-10-31-48    UserID [0]    Transaction Complete 
2017-11-24-10-31-49    UserID [0]    Transaction Complete 
2017-11-24-10-31-49    UserID [0]    Transaction Complete 
2017-11-24-10-31-49    UserID [0]    Transaction Complete 
2017-11-24-10-31-49    UserID [0]    Transaction Complete 
2017-11-24-10-31-50    UserID [0]    Transaction Complete 
2017-11-24-10-31-50    UserID [0]    Transaction Complete 
2017-11-24-10-31-50    UserID [0]    Transaction Complete 
2017-11-24-10-31-50    UserID [0]    Transaction Complete 
2017-11-24-10-31-50    UserID [0]    Transaction Complete 
2017-11-24-10-31-51    UserID [0]    Transaction Complete 
2017-11-24-10-31-51    UserID [0]    Transaction Complete 
2017-11-24-10-31-51    UserID [0]    Transaction Complete 
2017-11-24-10-31-51    UserID [0]    Transaction Complete 
2017-11-24-10-31-52    UserID [0]    Transaction Complete 
2017-11-24-10-31-52    UserID [0]    Transaction Complete 
2017-11-24-10-31-52    UserID [0]    Transaction Complete 
2017-11-24-10-31-52    UserID [0]    Transaction Complete 
2017-11-24-10-31-53    UserID [0]    Transaction Complete 
2017-11-24-10-31-53    UserID [0]    Transaction Complete 
2017-11-24-10-31-53    UserID [0]    Transaction Complete 
2017-11-24-10-31-53    UserID [0]    Transaction Complete 
2017-11-24-10-31-53    UserID [0]    Transaction Complete 
2017-11-24-10-31-54    UserID [0]    Transaction Complete 
2017-11-24-10-31-54    UserID [0]    Transaction Complete 
2017-11-24-10-31-54    UserID [0]    Transaction Complete 
2017-11-24-10-31-54    UserID [0]    Transaction Complete 
2017-11-24-10-31-55    UserID [0]    Transaction Complete 
2017-11-24-10-31-55    UserID [0]    Transaction Complete 
2017-11-24-10-31-55    UserID [0]    Transaction Complete 
2017-11-24-10-31-55    UserID [0]    Transaction Complete 
2017-11-24-10-31-55    UserID [0]    Transaction Complete 
2017-11-24-10-31-56    UserID [0]    Transaction Complete 
2017-11-24-10-31-56    UserID [0]    Transaction Complete 
2017-11-24-10-31-56    UserID [0]    Transaction Complete 
2017-11-24-10-31-56    UserID [0]    Transaction Complete 
2017-11-24-10-31-57    UserID [0]    Transaction Complete 
2017-11-24-10-31-57    UserID [0]    Transaction Complete 
2017-11-24-10-31-57    UserID [0]    Transaction Complete 
2017-11-24-10-31-57    UserID [0]    Transaction Complete 
2017-11-24-10-31-57    UserID [0]    Transaction Complete 
2017-11-24-10-31-58    UserID [0]    Transaction Complete 
2017-11-24-10-31-58    UserID [0]    Transaction Complete 
2017-11-24-10-31-58    UserID [0]    Transaction Complete 
2017-11-24-10-31-58    UserID [0]    Transaction Complete 
2017-11-24-10-31-59    UserID [0]    Transaction Complete 
2017-11-24-10-31-59    UserID [0]    Transaction Complete 
2017-11-24-10-31-59    UserID [0]    Transaction Complete 
2017-11-24-10-31-59    UserID [0]    Transaction Complete 
2017-11-24-10-32-0    UserID [0]    Transaction Complete 
2017-11-24-10-32-0    UserID [0]    Transaction Complete 
2017-11-24-10-32-0    UserID [0]    Transaction Complete 
2017-11-24-10-32-0    UserID [0]    Transaction Complete 
2017-11-24-10-32-0    UserID [0]    Transaction Complete 
2017-11-24-10-32-1    UserID [0]    Transaction Complete 
2017-11-24-10-32-1    UserID [0]    Transaction Complete 
2017-11-24-10-32-1    UserID [0]    Transaction Complete 
2017-11-24-10-32-2    UserID [0]    Transaction Complete 
2017-11-24-10-32-2    UserID [0]    Transaction Complete 
2017-11-24-10-32-2    UserID [0]    Transaction Complete 
2017-11-24-10-32-2    UserID [0]    Transaction Complete 
2017-11-24-10-32-2    UserID [0]    Transaction Complete 
2017-11-24-10-32-3    UserID [0]    Transaction Complete 
2017-11-24-10-32-3    UserID [0]    Transaction Complete 
2017-11-24-10-32-3    UserID [0]    Transaction Complete 
2017-11-24-10-32-3    UserID [0]    Transaction Complete 
2017-11-24-10-32-4    UserID [0]    Transaction Complete 
2017-11-24-10-32-4    UserID [0]    Transaction Complete 
2017-11-24-10-32-4    UserID [0]    Transaction Complete 
2017-11-24-10-32-4    UserID [0]    Transaction Complete 
2017-11-24-10-32-5    UserID [0]    Transaction Complete 
2017-11-24-10-32-5    UserID [0]    Transaction Complete 
2017-11-24-10-32-5    UserID [0]    Transaction Complete 
2017-11-24-10-32-6    UserID [0]    Transaction Complete 
2017-11-24-10-32-6    UserID [0]    Transaction Complete 
2017-11-24-10-32-6    UserID [0]    Transaction Complete 
2017-11-24-10-32-6    UserID [0]    Transaction Complete 
2017-11-24-10-32-7    UserID [0]    Transaction Complete 
2017-11-24-10-32-7    UserID [0]    Transaction Complete 
2017-11-24-10-32-7    UserID [0]    Transaction Complete 
2017-11-24-10-32-7    UserID [0]    Transaction Complete 
2017-11-24-10-32-7    UserID [0]    Transaction Complete 
2017-11-24-10-32-8    UserID [0]    Transaction Complete 
2017-11-24-10-32-8    UserID [0]    Transaction Complete 
2017-11-24-10-32-8    UserID [0]    Transaction Complete 
2017-11-24-10-32-8    UserID [0]    Transaction Complete 
2017-11-24-10-32-9    UserID [0]    Transaction Complete 
2017-11-24-10-32-9    UserID [0]    Transaction Complete 
2017-11-24-10-32-9    UserID [0]    Transaction Complete 
2017-11-24-10-32-9    UserID [0]    Transaction Complete 
2017-11-24-10-32-10    UserID [0]    Transaction Complete 
2017-11-24-10-32-10    UserID [0]    Transaction Complete 
2017-11-24-10-32-10    UserID [0]    Transaction Complete 
2017-11-24-10-32-10    UserID [0]    Transaction Complete 
2017-11-24-10-32-10    UserID [0]    Transaction Complete 
2017-11-24-10-32-11    UserID [0]    Transaction Complete 
2017-11-24-10-32-11    UserID [0]    Transaction Complete 
2017-11-24-10-32-11    UserID [0]    Transaction Complete 
2017-11-24-10-32-11    UserID [0]    Transaction Complete 
2017-11-24-10-32-12    UserID [0]    Transaction Complete 
2017-11-24-10-32-12    UserID [0]    Transaction Complete 
2017-11-24-10-32-12    UserID [0]    Transaction Complete 
2017-11-24-10-32-12    UserID [0]    Transaction Complete 
2017-11-24-10-32-13    UserID [0]    Transaction Complete 
2017-11-24-10-32-13    UserID [0]    Transaction Complete 
2017-11-24-10-32-13    UserID [0]    Transaction Complete 
2017-11-24-10-32-13    UserID [0]    Transaction Complete 
2017-11-24-10-32-14    UserID [0]    Transaction Complete 
2017-11-24-10-32-14    UserID [0]    Transaction Complete 
2017-11-24-10-32-14    UserID [0]    Transaction Complete 
2017-11-24-10-32-14    UserID [0]    Transaction Complete 
2017-11-24-10-32-14    UserID [0]    Transaction Complete 
2017-11-24-10-32-15    UserID [0]    Transaction Complete 
2017-11-24-10-32-15    UserID [0]    Transaction Complete 
2017-11-24-10-32-15    UserID [0]    Transaction Complete 
2017-11-24-10-32-15    UserID [0]    Transaction Complete 
2017-11-24-10-32-16    UserID [0]    Transaction Complete 
2017-11-24-10-32-16    UserID [0]    Transaction Complete 
2017-11-24-10-32-16    UserID [0]    Transaction Complete 
2017-11-24-10-32-16    UserID [0]    Transaction Complete 
2017-11-24-10-32-17    UserID [0]    Transaction Complete 
2017-11-24-10-32-17    UserID [0]    Transaction Complete 
2017-11-24-10-32-17    UserID [0]    Transaction Complete 
2017-11-24-10-32-17    UserID [0]    Transaction Complete 
2017-11-24-10-32-18    UserID [0]    Transaction Complete 
2017-11-24-10-32-18    UserID [0]    Transaction Complete 
2017-11-24-10-32-18    UserID [0]    Transaction Complete 
2017-11-24-10-32-18    UserID [0]    Transaction Complete 
2017-11-24-10-32-18    UserID [0]    Transaction Complete 
2017-11-24-10-32-19    UserID [0]    Transaction Complete 
2017-11-24-10-32-19    UserID [0]    Transaction Complete 
2017-11-24-10-32-19    UserID [0]    Transaction Complete 
2017-11-24-10-32-19    UserID [0]    Transaction Complete 
2017-11-24-10-32-20    UserID [0]    Transaction Complete 
2017-11-24-10-32-20    UserID [0]    Transaction Complete 
2017-11-24-10-32-20    UserID [0]    Transaction Complete 
2017-11-24-10-32-20    UserID [0]    Transaction Complete 
2017-11-24-10-32-20    UserID [0]    Transaction Complete 
2017-11-24-10-32-21    UserID [0]    Transaction Complete 
2017-11-24-10-32-21    UserID [0]    Transaction Complete 
2017-11-24-10-32-21    UserID [0]    Transaction Complete 
2017-11-24-10-32-21    UserID [0]    Transaction Complete 
2017-11-24-10-32-22    UserID [0]    Transaction Complete 
2017-11-24-10-32-22    UserID [0]    Transaction Complete 
2017-11-24-10-32-22    UserID [0]    Transaction Complete 
2017-11-24-10-32-22    UserID [0]    Transaction Complete 
2017-11-24-10-32-23    UserID [0]    Transaction Complete 
2017-11-24-10-32-23    UserID [0]    Transaction Complete 
2017-11-24-10-32-23    UserID [0]    Transaction Complete 
2017-11-24-10-32-23    UserID [0]    Transaction Complete 
2017-11-24-10-32-24    UserID [0]    Transaction Complete 
2017-11-24-10-32-24    UserID [0]    Transaction Complete 
2017-11-24-10-32-24    UserID [0]    Transaction Complete 
2017-11-24-10-32-24    UserID [0]    Transaction Complete 
2017-11-24-10-32-24    UserID [0]    Transaction Complete 
2017-11-24-10-32-25    UserID [0]    Transaction Complete 
2017-11-24-10-32-25    UserID [0]    Transaction Complete 
2017-11-24-10-32-25    UserID [0]    Transaction Complete 
2017-11-24-10-32-25    UserID [0]    Transaction Complete 
2017-11-24-10-32-26    UserID [0]    Transaction Complete 
2017-11-24-10-32-26    UserID [0]    Transaction Complete 
2017-11-24-10-32-26    UserID [0]    Transaction Complete 
2017-11-24-10-32-26    UserID [0]    Transaction Complete 
2017-11-24-10-32-26    UserID [0]    Transaction Complete 
2017-11-24-10-32-27    UserID [0]    Transaction Complete 
2017-11-24-10-32-27    UserID [0]    Transaction Complete 
2017-11-24-10-32-27    UserID [0]    Transaction Complete 
2017-11-24-10-32-27    UserID [0]    Transaction Complete 
2017-11-24-10-32-28    UserID [0]    Transaction Complete 
2017-11-24-10-32-28    UserID [0]    Transaction Complete 
2017-11-24-10-32-28    UserID [0]    Transaction Complete 
2017-11-24-10-32-28    UserID [0]    Transaction Complete 
2017-11-24-10-32-29    UserID [0]    Transaction Complete 
2017-11-24-10-32-29    UserID [0]    Transaction Complete 
2017-11-24-10-32-29    UserID [0]    Transaction Complete 
2017-11-24-10-32-29    UserID [0]    Transaction Complete 
2017-11-24-10-32-29    UserID [0]    Transaction Complete 
2017-11-24-10-32-30    UserID [0]    Transaction Complete 
2017-11-24-10-32-30    UserID [0]    Transaction Complete 
2017-11-24-10-32-30    UserID [0]    Transaction Complete 
2017-11-24-10-32-30    UserID [0]    Transaction Complete 
2017-11-24-10-32-31    UserID [0]    Transaction Complete 
2017-11-24-10-32-31    UserID [0]    Transaction Complete 
2017-11-24-10-32-31    UserID [0]    Transaction Complete 
2017-11-24-10-32-31    UserID [0]    Transaction Complete 
2017-11-24-10-32-31    UserID [0]    Transaction Complete 
2017-11-24-10-32-32    UserID [0]    Transaction Complete 
2017-11-24-10-32-32    UserID [0]    Transaction Complete 
2017-11-24-10-32-32    UserID [0]    Transaction Complete 
2017-11-24-10-32-32    UserID [0]    Transaction Complete 
2017-11-24-10-32-33    UserID [0]    Transaction Complete 
2017-11-24-10-32-33    UserID [0]    Transaction Complete 
2017-11-24-10-32-33    UserID [0]    Transaction Complete 
2017-11-24-10-32-33    UserID [0]    Transaction Complete 
2017-11-24-10-32-34    UserID [0]    Transaction Complete 
2017-11-24-10-32-34    UserID [0]    Transaction Complete 
2017-11-24-10-32-34    UserID [0]    Transaction Complete 
2017-11-24-10-32-34    UserID [0]    Transaction Complete 
2017-11-24-10-32-34    UserID [0]    Transaction Complete 
2017-11-24-10-32-35    UserID [0]    Transaction Complete 
2017-11-24-10-32-35    UserID [0]    Transaction Complete 
2017-11-24-10-32-35    UserID [0]    Transaction Complete 
2017-11-24-10-32-35    UserID [0]    Transaction Complete 
2017-11-24-10-32-36    UserID [0]    Transaction Complete 
2017-11-24-10-32-36    UserID [0]    Transaction Complete 
2017-11-24-10-32-36    UserID [0]    Transaction Complete 
2017-11-24-10-32-36    UserID [0]    Transaction Complete 
2017-11-24-10-32-37    UserID [0]    Transaction Complete 
2017-11-24-10-32-37    UserID [0]    Transaction Complete 
2017-11-24-10-32-37    UserID [0]    Transaction Complete 
2017-11-24-10-32-37    UserID [0]    Transaction Complete 
2017-11-24-10-32-37    UserID [0]    Transaction Complete 
2017-11-24-10-32-38    UserID [0]    Transaction Complete 
2017-11-24-10-32-38    UserID [0]    Transaction Complete 
2017-11-24-10-32-38    UserID [0]    Transaction Complete 
2017-11-24-10-32-38    UserID [0]    Transaction Complete 
2017-11-24-10-32-39    UserID [0]    Transaction Complete 
2017-11-24-10-32-39    UserID [0]    Transaction Complete 
2017-11-24-10-32-39    UserID [0]    Transaction Complete 
2017-11-24-10-32-39    UserID [0]    Transaction Complete 
2017-11-24-10-32-39    UserID [0]    Transaction Complete 
2017-11-24-10-32-40    UserID [0]    Transaction Complete 
2017-11-24-10-32-40    UserID [0]    Transaction Complete 
2017-11-24-10-32-40    UserID [0]    Transaction Complete 
2017-11-24-10-32-40    UserID [0]    Transaction Complete 
2017-11-24-10-32-41    UserID [0]    Transaction Complete 
2017-11-24-10-32-41    UserID [0]    Transaction Complete 
2017-11-24-10-32-41    UserID [0]    Transaction Complete 
2017-11-24-10-32-41    UserID [0]    Transaction Complete 
2017-11-24-10-32-42    UserID [0]    Transaction Complete 
2017-11-24-10-32-42    UserID [0]    Transaction Complete 
2017-11-24-10-32-42    UserID [0]    Transaction Complete 
2017-11-24-10-32-42    UserID [0]    Transaction Complete 
2017-11-24-10-32-42    UserID [0]    Transaction Complete 
2017-11-24-10-32-43    UserID [0]    Transaction Complete 
2017-11-24-10-32-43    UserID [0]    Transaction Complete 
2017-11-24-10-32-43    UserID [0]    Transaction Complete 
2017-11-24-10-32-43    UserID [0]    Transaction Complete 
2017-11-24-10-32-44    UserID [0]    Transaction Complete 
2017-11-24-10-32-44    UserID [0]    Transaction Complete 
2017-11-24-10-32-44    UserID [0]    Transaction Complete 
2017-11-24-10-32-44    UserID [0]    Transaction Complete 
2017-11-24-10-32-45    UserID [0]    Transaction Complete 
2017-11-24-10-32-45    UserID [0]    Transaction Complete 
